genetic;length;mass;exercise;smoking;alcohol;sugar;lifespan
78.0;169.0;85.0;0.0;4.0;3.0;2;66
76.0;185.0;77.0;1.0;20.0;8.0;3;58
76.0;160.0;88.0;3.0;1.0;9.0;4;77
82.0;210.0;96.0;2.0;0.0;4.0;3;92
76.0;182.0;106.0;3.0;20.0;10.0;3;67
80.0;184.0;70.0;2.0;13.0;8.0;3;71
81.0;167.0;73.0;2.0;6.0;1.0;2;87
82.0;189.0;86.0;1.0;13.0;7.0;3;67
83.0;167.0;80.0;1.0;18.0;9.0;2;60
84.0;187.0;89.0;2.0;12.0;0.0;2;83
82.0;197.0;85.0;1.0;18.0;4.0;4;62
77.0;177.0;77.0;2.0;4.0;9.0;2;77
83.0;190.0;85.0;3.0;22.0;9.0;2;78
78.0;186.0;79.0;1.0;10.0;1.0;3;70
77.0;171.0;76.0;1.0;22.0;3.0;1;61
76.0;193.0;68.0;2.0;16.0;9.0;2;73
79.0;177.0;74.0;1.0;1.0;9.0;1;76
82.0;184.0;82.0;4.0;21.0;0.0;2;94
82.0;180.0;69.0;2.0;16.0;3.0;2;77
78.0;194.0;85.0;2.0;13.0;7.0;1;76
80.0;208.0;70.0;1.0;21.0;4.0;2;65
81.0;175.0;91.0;2.0;7.0;8.0;3;77
79.0;178.0;76.0;3.0;3.0;8.0;4;88
79.0;165.0;72.0;3.0;1.0;7.0;3;94
79.0;192.0;86.0;0.0;0.0;4.0;2;75
81.0;184.0;77.0;2.0;19.0;6.0;1;79
81.0;198.0;93.0;3.0;18.0;8.0;3;82
79.0;213.0;68.0;2.0;8.0;8.0;3;80
82.0;178.0;78.0;3.0;3.0;8.0;4;85
83.0;179.0;68.0;2.0;3.0;5.0;2;91
78.0;200.0;71.0;2.0;4.0;8.0;4;83
77.0;184.0;71.0;1.0;0.0;7.0;4;67
79.0;195.0;64.0;1.0;18.0;6.0;2;66
81.0;194.0;70.0;2.0;5.0;7.0;2;84
80.0;202.0;78.0;2.0;4.0;1.0;2;89
83.0;166.0;107.0;1.0;12.0;10.0;2;59
80.0;183.0;73.0;1.0;2.0;2.0;3;84
81.0;199.0;70.0;1.0;6.0;4.0;1;80
79.0;171.0;102.0;3.0;12.0;6.0;4;77
76.0;186.0;79.0;1.0;21.0;4.0;3;59
79.0;163.0;80.0;1.0;4.0;7.0;2;73
81.0;173.0;94.0;3.0;4.0;1.0;1;97
82.0;177.0;86.0;1.0;2.0;9.0;3;72
79.0;170.0;97.0;2.0;21.0;5.0;2;65
80.0;198.0;84.0;2.0;5.0;7.0;2;84
81.0;186.0;61.0;2.0;22.0;9.0;1;77
83.0;175.0;74.0;2.0;1.0;5.0;3;83
79.0;182.0;61.0;1.0;9.0;8.0;3;67
81.0;188.0;74.0;1.0;3.0;3.0;3;84
80.0;154.0;86.0;1.0;19.0;8.0;1;55
81.0;179.0;66.0;1.0;2.0;9.0;4;66
76.0;181.0;109.0;0.0;5.0;1.0;2;62
80.0;178.0;89.0;2.0;17.0;5.0;3;68
80.0;168.0;80.0;2.0;20.0;4.0;2;76
79.0;171.0;66.0;1.0;7.0;6.0;3;67
80.0;163.0;95.0;0.0;3.0;1.0;2;65
80.0;161.0;78.0;2.0;15.0;7.0;2;73
82.0;162.0;69.0;2.0;10.0;7.0;2;78
79.0;183.0;82.0;1.0;17.0;1.0;3;66
82.0;173.0;103.0;3.0;13.0;2.0;3;83
80.0;197.0;74.0;1.0;12.0;5.0;2;69
81.0;208.0;69.0;3.0;3.0;5.0;3;104
81.0;168.0;84.0;2.0;4.0;9.0;3;78
81.0;173.0;67.0;2.0;6.0;4.0;1;88
79.0;174.0;79.0;2.0;14.0;7.0;2;69
82.0;190.0;93.0;1.0;12.0;6.0;4;64
80.0;190.0;85.0;2.0;11.0;4.0;1;89
78.0;207.0;86.0;1.0;3.0;5.0;3;75
80.0;182.0;83.0;1.0;0.0;5.0;2;76
78.0;187.0;82.0;1.0;22.0;4.0;4;50
80.0;161.0;87.0;1.0;9.0;5.0;4;61
79.0;185.0;61.0;2.0;17.0;3.0;2;83
81.0;193.0;80.0;1.0;3.0;6.0;2;81
81.0;178.0;75.0;3.0;4.0;8.0;4;86
83.0;188.0;63.0;2.0;22.0;0.0;2;80
79.0;196.0;72.0;1.0;22.0;9.0;4;57
77.0;202.0;108.0;1.0;19.0;4.0;1;63
81.0;205.0;67.0;2.0;0.0;9.0;3;94
80.0;200.0;68.0;0.0;1.0;6.0;3;74
81.0;183.0;73.0;2.0;15.0;6.0;2;75
78.0;177.0;79.0;3.0;18.0;7.0;2;78
80.0;203.0;106.0;2.0;6.0;6.0;2;83
81.0;169.0;90.0;2.0;14.0;1.0;1;78
78.0;172.0;81.0;1.0;9.0;7.0;2;68
80.0;171.0;82.0;3.0;17.0;2.0;1;93
79.0;188.0;79.0;3.0;6.0;6.0;3;90
82.0;191.0;93.0;0.0;7.0;3.0;2;71
79.0;213.0;99.0;2.0;22.0;5.0;2;74
79.0;181.0;71.0;3.0;7.0;4.0;3;93
79.0;199.0;76.0;2.0;19.0;9.0;2;72
78.0;179.0;67.0;1.0;3.0;7.0;5;70
80.0;170.0;74.0;2.0;5.0;9.0;3;80
82.0;172.0;73.0;1.0;9.0;7.0;2;71
81.0;180.0;83.0;3.0;5.0;8.0;2;87
79.0;202.0;78.0;2.0;9.0;4.0;1;85
76.0;167.0;66.0;2.0;15.0;4.0;2;74
82.0;179.0;70.0;3.0;0.0;7.0;4;91
81.0;175.0;65.0;1.0;12.0;7.0;2;68
79.0;213.0;69.0;1.0;1.0;1.0;1;88
79.0;188.0;82.0;2.0;22.0;5.0;1;72
78.0;191.0;78.0;1.0;22.0;5.0;3;61
77.0;174.0;67.0;3.0;13.0;7.0;2;89
82.0;180.0;65.0;0.0;0.0;8.0;4;69
81.0;205.0;79.0;0.0;20.0;8.0;3;53
81.0;192.0;98.0;3.0;0.0;9.0;1;99
81.0;189.0;64.0;2.0;19.0;9.0;2;78
78.0;178.0;95.0;3.0;22.0;8.0;3;69
78.0;180.0;95.0;0.0;22.0;9.0;2;44
78.0;202.0;83.0;1.0;3.0;9.0;2;78
78.0;176.0;75.0;3.0;1.0;9.0;2;91
80.0;158.0;96.0;0.0;19.0;8.0;4;40
79.0;193.0;85.0;1.0;0.0;3.0;3;77
80.0;202.0;99.0;1.0;7.0;3.0;2;74
82.0;176.0;67.0;1.0;19.0;6.0;3;59
79.0;179.0;103.0;3.0;11.0;5.0;2;82
80.0;188.0;93.0;3.0;19.0;8.0;3;75
80.0;175.0;90.0;1.0;7.0;8.0;3;63
81.0;179.0;89.0;1.0;14.0;9.0;4;52
82.0;167.0;74.0;1.0;12.0;7.0;1;71
80.0;184.0;77.0;2.0;3.0;7.0;3;81
80.0;184.0;83.0;1.0;2.0;9.0;4;72
80.0;178.0;85.0;1.0;0.0;1.0;4;74
81.0;178.0;73.0;2.0;12.0;8.0;2;80
81.0;193.0;79.0;4.0;8.0;8.0;2;100
84.0;190.0;64.0;2.0;17.0;4.0;1;84
78.0;167.0;79.0;3.0;0.0;7.0;2;90
79.0;178.0;92.0;1.0;12.0;3.0;4;59
80.0;178.0;90.0;1.0;17.0;1.0;1;70
82.0;180.0;89.0;2.0;3.0;4.0;2;91
83.0;174.0;68.0;2.0;6.0;6.0;2;87
81.0;188.0;93.0;1.0;12.0;4.0;2;69
78.0;159.0;69.0;1.0;5.0;7.0;2;72
79.0;203.0;64.0;3.0;10.0;8.0;3;89
79.0;183.0;81.0;1.0;18.0;9.0;2;63
81.0;181.0;66.0;1.0;15.0;8.0;1;69
83.0;201.0;112.0;1.0;20.0;3.0;4;61
79.0;209.0;74.0;2.0;21.0;10.0;2;77
80.0;196.0;82.0;1.0;14.0;9.0;2;72
78.0;203.0;87.0;1.0;5.0;2.0;2;79
80.0;175.0;78.0;0.0;13.0;8.0;1;63
78.0;165.0;90.0;2.0;3.0;7.0;1;87
83.0;196.0;100.0;2.0;19.0;8.0;1;74
78.0;163.0;71.0;1.0;16.0;4.0;2;63
82.0;190.0;66.0;2.0;19.0;4.0;3;81
80.0;198.0;89.0;2.0;20.0;9.0;2;67
80.0;169.0;82.0;1.0;0.0;2.0;3;78
82.0;189.0;61.0;3.0;20.0;6.0;4;83
80.0;197.0;76.0;1.0;16.0;4.0;2;72
79.0;200.0;89.0;1.0;9.0;9.0;4;67
80.0;190.0;72.0;1.0;0.0;8.0;3;75
79.0;158.0;84.0;2.0;0.0;8.0;3;78
80.0;161.0;61.0;1.0;17.0;9.0;3;55
82.0;199.0;64.0;1.0;5.0;5.0;2;83
82.0;179.0;90.0;1.0;1.0;5.0;1;82
82.0;180.0;66.0;2.0;15.0;6.0;2;81
79.0;179.0;74.0;3.0;19.0;1.0;1;85
81.0;173.0;97.0;3.0;0.0;7.0;2;97
80.0;166.0;63.0;1.0;5.0;7.0;2;71
82.0;175.0;86.0;2.0;7.0;3.0;2;88
79.0;194.0;85.0;3.0;0.0;8.0;2;94
83.0;199.0;81.0;1.0;14.0;7.0;4;69
80.0;178.0;64.0;1.0;0.0;9.0;3;75
79.0;172.0;86.0;2.0;10.0;8.0;3;72
81.0;158.0;103.0;1.0;15.0;3.0;1;67
80.0;183.0;85.0;3.0;7.0;8.0;1;92
83.0;201.0;85.0;2.0;11.0;8.0;3;77
80.0;203.0;79.0;2.0;14.0;6.0;2;76
78.0;172.0;72.0;3.0;20.0;4.0;1;80
80.0;179.0;79.0;2.0;22.0;9.0;4;57
81.0;176.0;85.0;2.0;18.0;4.0;2;70
83.0;165.0;96.0;1.0;7.0;8.0;2;70
79.0;174.0;87.0;1.0;0.0;6.0;3;69
78.0;180.0;75.0;1.0;6.0;8.0;3;70
81.0;177.0;72.0;1.0;10.0;2.0;3;75
81.0;190.0;76.0;1.0;18.0;9.0;2;64
77.0;205.0;63.0;1.0;15.0;1.0;3;71
81.0;195.0;112.0;1.0;0.0;8.0;2;77
80.0;187.0;81.0;3.0;18.0;6.0;3;82
81.0;167.0;84.0;1.0;7.0;0.0;4;73
81.0;189.0;71.0;2.0;4.0;7.0;3;86
81.0;182.0;65.0;1.0;0.0;9.0;2;82
80.0;200.0;86.0;3.0;9.0;6.0;3;88
82.0;181.0;68.0;3.0;16.0;6.0;2;86
79.0;202.0;88.0;3.0;3.0;3.0;2;97
79.0;178.0;79.0;1.0;21.0;3.0;2;60
81.0;157.0;73.0;4.0;1.0;6.0;3;98
81.0;183.0;80.0;1.0;9.0;7.0;3;66
80.0;181.0;86.0;2.0;9.0;9.0;1;76
79.0;157.0;87.0;2.0;10.0;2.0;2;76
83.0;182.0;93.0;1.0;12.0;6.0;2;70
80.0;173.0;60.0;2.0;8.0;7.0;2;87
78.0;171.0;69.0;3.0;5.0;9.0;2;92
80.0;180.0;85.0;2.0;0.0;5.0;3;88
81.0;185.0;66.0;1.0;0.0;8.0;1;83
82.0;174.0;86.0;1.0;21.0;1.0;2;69
80.0;157.0;95.0;2.0;13.0;7.0;2;67
78.0;174.0;76.0;1.0;0.0;8.0;4;69
79.0;191.0;89.0;3.0;20.0;6.0;2;83
77.0;214.0;102.0;1.0;1.0;8.0;4;73
83.0;207.0;70.0;1.0;1.0;8.0;3;80
79.0;184.0;71.0;3.0;16.0;7.0;5;77
79.0;166.0;87.0;2.0;14.0;10.0;2;65
79.0;187.0;90.0;1.0;14.0;6.0;2;69
79.0;183.0;89.0;2.0;13.0;0.0;2;85
79.0;189.0;61.0;1.0;21.0;7.0;1;66
82.0;181.0;77.0;2.0;20.0;9.0;1;73
80.0;183.0;67.0;3.0;3.0;4.0;2;96
82.0;190.0;90.0;2.0;0.0;6.0;2;90
81.0;212.0;66.0;0.0;1.0;0.0;3;82
82.0;203.0;64.0;2.0;21.0;7.0;3;72
81.0;188.0;83.0;1.0;16.0;6.0;3;64
79.0;194.0;90.0;1.0;0.0;8.0;1;74
77.0;194.0;83.0;1.0;17.0;7.0;3;58
78.0;174.0;70.0;1.0;0.0;5.0;3;73
81.0;195.0;62.0;2.0;8.0;6.0;3;84
83.0;202.0;76.0;2.0;11.0;3.0;1;89
79.0;174.0;81.0;2.0;6.0;8.0;3;71
80.0;160.0;87.0;1.0;11.0;0.0;1;72
80.0;172.0;61.0;2.0;7.0;2.0;2;83
80.0;171.0;72.0;2.0;0.0;2.0;3;86
81.0;184.0;83.0;2.0;0.0;8.0;3;83
79.0;181.0;61.0;2.0;6.0;1.0;2;90
83.0;195.0;88.0;3.0;5.0;5.0;2;100
78.0;178.0;78.0;3.0;0.0;3.0;2;93
80.0;177.0;69.0;1.0;20.0;8.0;1;67
79.0;174.0;63.0;2.0;3.0;5.0;3;90
80.0;171.0;61.0;2.0;6.0;8.0;2;87
79.0;172.0;66.0;1.0;8.0;8.0;4;68
80.0;165.0;72.0;2.0;7.0;7.0;3;78
79.0;156.0;68.0;1.0;10.0;7.0;3;62
79.0;186.0;75.0;2.0;22.0;1.0;1;77
82.0;190.0;107.0;1.0;0.0;7.0;3;73
79.0;186.0;79.0;2.0;12.0;6.0;3;76
81.0;176.0;65.0;1.0;8.0;6.0;3;74
79.0;182.0;82.0;3.0;11.0;6.0;3;84
80.0;173.0;71.0;3.0;5.0;5.0;1;101
82.0;214.0;68.0;2.0;10.0;3.0;4;82
79.0;191.0;73.0;3.0;4.0;2.0;4;93
81.0;172.0;66.0;3.0;6.0;4.0;2;98
81.0;185.0;95.0;2.0;18.0;5.0;3;66
82.0;157.0;97.0;0.0;3.0;7.0;2;64
82.0;185.0;98.0;1.0;16.0;8.0;1;67
78.0;169.0;77.0;1.0;5.0;8.0;3;65
78.0;186.0;83.0;2.0;1.0;8.0;1;87
80.0;161.0;67.0;2.0;1.0;5.0;4;85
81.0;193.0;111.0;2.0;15.0;9.0;4;63
81.0;186.0;83.0;1.0;5.0;3.0;1;83
81.0;186.0;63.0;1.0;0.0;6.0;1;87
80.0;192.0;71.0;3.0;15.0;9.0;3;88
79.0;157.0;102.0;2.0;5.0;8.0;1;74
82.0;184.0;65.0;1.0;16.0;2.0;1;77
81.0;192.0;109.0;2.0;0.0;1.0;2;93
80.0;171.0;86.0;2.0;3.0;6.0;2;85
78.0;190.0;69.0;3.0;18.0;0.0;2;90
82.0;187.0;93.0;1.0;19.0;4.0;2;64
84.0;171.0;80.0;1.0;15.0;0.0;3;70
79.0;181.0;79.0;3.0;1.0;6.0;1;104
80.0;168.0;79.0;1.0;10.0;8.0;4;65
80.0;196.0;64.0;1.0;6.0;9.0;3;72
81.0;185.0;72.0;1.0;15.0;8.0;1;75
77.0;174.0;70.0;2.0;2.0;5.0;4;83
83.0;184.0;69.0;1.0;6.0;7.0;3;80
78.0;177.0;70.0;1.0;19.0;6.0;3;62
79.0;195.0;96.0;2.0;22.0;7.0;1;68
78.0;176.0;76.0;2.0;0.0;7.0;2;83
79.0;193.0;67.0;2.0;4.0;7.0;2;90
79.0;181.0;94.0;2.0;21.0;8.0;4;62
82.0;194.0;102.0;2.0;0.0;3.0;1;90
80.0;164.0;75.0;3.0;0.0;8.0;2;92
78.0;172.0;109.0;1.0;11.0;3.0;3;63
80.0;201.0;81.0;2.0;15.0;8.0;3;73
78.0;188.0;108.0;3.0;19.0;5.0;2;78
81.0;191.0;103.0;1.0;20.0;9.0;1;59
78.0;200.0;76.0;3.0;9.0;3.0;2;96
79.0;199.0;80.0;2.0;15.0;2.0;1;79
80.0;189.0;64.0;2.0;17.0;7.0;3;69
79.0;202.0;75.0;3.0;12.0;6.0;1;92
79.0;177.0;72.0;1.0;19.0;3.0;3;63
81.0;167.0;67.0;3.0;8.0;5.0;2;96
79.0;178.0;84.0;2.0;22.0;8.0;2;65
81.0;183.0;76.0;1.0;10.0;7.0;3;64
79.0;179.0;94.0;2.0;21.0;6.0;3;70
81.0;188.0;82.0;1.0;3.0;2.0;1;79
80.0;181.0;60.0;2.0;9.0;4.0;4;80
79.0;194.0;78.0;2.0;7.0;7.0;2;84
80.0;198.0;60.0;4.0;13.0;7.0;3;94
82.0;177.0;79.0;1.0;20.0;9.0;4;57
79.0;176.0;103.0;2.0;17.0;5.0;2;63
80.0;195.0;96.0;1.0;4.0;9.0;2;71
80.0;188.0;72.0;1.0;19.0;5.0;3;61
80.0;173.0;85.0;3.0;5.0;8.0;3;85
79.0;199.0;75.0;3.0;8.0;1.0;3;96
83.0;176.0;89.0;1.0;17.0;2.0;4;61
79.0;187.0;93.0;1.0;16.0;8.0;3;59
76.0;181.0;104.0;1.0;14.0;9.0;4;44
79.0;168.0;79.0;2.0;0.0;8.0;4;77
78.0;196.0;61.0;1.0;14.0;5.0;2;74
78.0;175.0;63.0;3.0;13.0;6.0;2;83
80.0;204.0;74.0;1.0;11.0;4.0;2;74
78.0;176.0;77.0;2.0;0.0;2.0;2;91
79.0;167.0;94.0;2.0;19.0;2.0;3;64
83.0;203.0;61.0;1.0;0.0;9.0;2;85
80.0;179.0;86.0;1.0;0.0;6.0;5;73
82.0;182.0;82.0;1.0;7.0;9.0;2;75
81.0;161.0;74.0;2.0;5.0;7.0;1;84
81.0;173.0;82.0;1.0;9.0;9.0;2;63
83.0;179.0;79.0;0.0;4.0;5.0;2;70
81.0;163.0;77.0;1.0;13.0;9.0;3;63
80.0;204.0;70.0;1.0;18.0;3.0;2;70
80.0;174.0;97.0;1.0;20.0;5.0;2;62
78.0;181.0;77.0;1.0;20.0;9.0;2;60
80.0;197.0;66.0;2.0;2.0;2.0;2;96
80.0;167.0;88.0;2.0;14.0;7.0;3;71
80.0;195.0;73.0;2.0;21.0;7.0;3;75
78.0;174.0;92.0;1.0;4.0;3.0;2;72
78.0;186.0;71.0;1.0;15.0;5.0;2;66
77.0;204.0;85.0;2.0;6.0;5.0;1;91
80.0;186.0;73.0;2.0;21.0;7.0;4;67
81.0;189.0;92.0;1.0;6.0;8.0;3;66
79.0;193.0;71.0;0.0;9.0;6.0;3;65
80.0;179.0;72.0;1.0;1.0;6.0;2;83
80.0;199.0;91.0;1.0;14.0;6.0;1;72
81.0;173.0;88.0;1.0;18.0;8.0;2;65
79.0;179.0;69.0;1.0;4.0;1.0;2;81
80.0;182.0;97.0;0.0;10.0;2.0;2;62
79.0;189.0;73.0;1.0;16.0;7.0;2;65
80.0;202.0;68.0;2.0;17.0;8.0;2;80
78.0;202.0;63.0;1.0;21.0;6.0;5;57
78.0;173.0;89.0;2.0;20.0;5.0;3;66
80.0;179.0;73.0;2.0;22.0;8.0;1;68
81.0;165.0;92.0;1.0;6.0;3.0;3;65
82.0;174.0;96.0;2.0;8.0;9.0;2;81
76.0;177.0;62.0;2.0;7.0;1.0;1;84
79.0;191.0;69.0;1.0;16.0;3.0;2;69
78.0;182.0;74.0;1.0;7.0;9.0;1;74
78.0;191.0;75.0;1.0;15.0;5.0;1;68
78.0;200.0;76.0;2.0;6.0;8.0;2;82
80.0;188.0;89.0;3.0;19.0;4.0;2;82
81.0;180.0;91.0;2.0;15.0;4.0;2;76
80.0;202.0;78.0;2.0;11.0;6.0;2;83
81.0;194.0;80.0;2.0;0.0;4.0;3;86
79.0;188.0;89.0;1.0;1.0;4.0;1;81
79.0;164.0;77.0;1.0;12.0;9.0;3;61
80.0;181.0;82.0;1.0;3.0;6.0;3;69
83.0;188.0;83.0;3.0;0.0;5.0;3;105
80.0;196.0;73.0;1.0;0.0;9.0;1;87
79.0;199.0;80.0;0.0;5.0;0.0;2;75
79.0;191.0;79.0;3.0;0.0;8.0;2;102
81.0;178.0;70.0;1.0;13.0;7.0;2;73
78.0;189.0;100.0;1.0;5.0;5.0;3;67
80.0;162.0;98.0;4.0;8.0;4.0;3;88
78.0;159.0;89.0;1.0;18.0;10.0;3;50
79.0;180.0;68.0;0.0;12.0;9.0;1;65
78.0;194.0;61.0;2.0;12.0;8.0;3;78
81.0;182.0;104.0;1.0;12.0;9.0;2;69
79.0;178.0;109.0;1.0;7.0;6.0;2;68
81.0;171.0;88.0;2.0;9.0;6.0;3;71
80.0;175.0;88.0;1.0;13.0;9.0;3;59
78.0;169.0;67.0;1.0;9.0;1.0;4;70
80.0;181.0;87.0;2.0;13.0;9.0;3;75
79.0;174.0;74.0;1.0;10.0;9.0;3;62
78.0;156.0;82.0;1.0;13.0;7.0;2;62
79.0;201.0;61.0;1.0;18.0;4.0;3;73
81.0;176.0;112.0;2.0;6.0;2.0;2;80
81.0;192.0;66.0;2.0;19.0;8.0;2;74
79.0;163.0;79.0;3.0;13.0;6.0;1;82
81.0;172.0;61.0;1.0;16.0;6.0;2;64
79.0;193.0;78.0;1.0;21.0;7.0;2;61
79.0;172.0;67.0;0.0;7.0;2.0;1;73
83.0;196.0;90.0;1.0;0.0;2.0;4;84
81.0;185.0;93.0;2.0;15.0;7.0;1;79
80.0;195.0;83.0;1.0;1.0;4.0;3;80
80.0;170.0;85.0;2.0;22.0;9.0;2;66
80.0;172.0;61.0;1.0;22.0;8.0;4;54
80.0;172.0;72.0;3.0;0.0;7.0;2;95
79.0;183.0;79.0;3.0;0.0;5.0;3;95
77.0;189.0;79.0;1.0;9.0;7.0;4;67
83.0;178.0;92.0;1.0;5.0;9.0;4;66
82.0;179.0;70.0;1.0;7.0;9.0;3;73
78.0;166.0;94.0;1.0;16.0;6.0;3;57
82.0;186.0;87.0;1.0;12.0;7.0;3;65
81.0;187.0;60.0;1.0;17.0;8.0;3;71
80.0;194.0;106.0;2.0;2.0;6.0;2;81
82.0;177.0;69.0;2.0;0.0;9.0;2;91
81.0;172.0;70.0;3.0;2.0;3.0;3;101
80.0;189.0;69.0;2.0;1.0;7.0;2;90
79.0;193.0;62.0;2.0;3.0;0.0;2;98
81.0;199.0;65.0;2.0;1.0;7.0;2;90
80.0;187.0;90.0;1.0;21.0;6.0;1;60
79.0;174.0;77.0;2.0;5.0;8.0;2;85
80.0;184.0;62.0;1.0;5.0;4.0;3;72
79.0;189.0;85.0;2.0;13.0;3.0;3;77
78.0;198.0;90.0;2.0;9.0;3.0;2;89
77.0;182.0;72.0;2.0;19.0;6.0;3;67
81.0;159.0;85.0;2.0;10.0;9.0;4;63
79.0;183.0;72.0;1.0;0.0;8.0;3;78
79.0;196.0;78.0;1.0;21.0;8.0;3;55
79.0;178.0;71.0;0.0;11.0;1.0;1;71
82.0;167.0;71.0;2.0;16.0;7.0;3;67
79.0;192.0;88.0;2.0;21.0;0.0;4;66
77.0;172.0;77.0;2.0;1.0;7.0;2;80
79.0;197.0;69.0;2.0;15.0;5.0;2;79
79.0;198.0;65.0;1.0;13.0;2.0;3;71
79.0;182.0;75.0;1.0;10.0;9.0;2;64
81.0;194.0;65.0;2.0;1.0;6.0;1;92
80.0;163.0;92.0;2.0;7.0;9.0;3;71
79.0;188.0;70.0;1.0;0.0;9.0;2;80
79.0;168.0;75.0;3.0;8.0;4.0;3;88
79.0;193.0;61.0;1.0;6.0;7.0;2;74
77.0;197.0;101.0;1.0;0.0;5.0;4;68
80.0;190.0;75.0;1.0;16.0;0.0;1;71
80.0;180.0;81.0;1.0;20.0;1.0;3;63
81.0;191.0;93.0;1.0;0.0;3.0;4;72
81.0;175.0;80.0;1.0;12.0;7.0;2;74
81.0;155.0;84.0;1.0;6.0;9.0;2;66
80.0;166.0;70.0;3.0;5.0;0.0;3;95
80.0;178.0;62.0;2.0;1.0;5.0;2;92
80.0;161.0;64.0;0.0;2.0;2.0;3;68
79.0;173.0;99.0;0.0;4.0;6.0;1;66
78.0;159.0;82.0;3.0;18.0;1.0;3;77
79.0;194.0;65.0;3.0;2.0;7.0;2;95
81.0;175.0;70.0;2.0;3.0;8.0;4;84
82.0;186.0;79.0;1.0;11.0;4.0;3;71
80.0;194.0;92.0;3.0;21.0;7.0;2;80
80.0;201.0;96.0;1.0;0.0;7.0;2;79
81.0;182.0;92.0;2.0;21.0;6.0;3;67
83.0;204.0;79.0;1.0;4.0;8.0;2;82
80.0;194.0;72.0;3.0;19.0;1.0;2;86
80.0;160.0;74.0;2.0;0.0;9.0;2;80
76.0;185.0;74.0;1.0;19.0;3.0;2;62
80.0;186.0;67.0;2.0;3.0;1.0;3;95
81.0;168.0;68.0;2.0;1.0;3.0;3;92
81.0;175.0;100.0;2.0;16.0;8.0;2;72
80.0;163.0;71.0;1.0;16.0;2.0;2;74
76.0;180.0;68.0;1.0;0.0;2.0;1;81
81.0;197.0;94.0;1.0;3.0;5.0;3;79
82.0;173.0;101.0;2.0;6.0;8.0;2;78
81.0;183.0;78.0;2.0;3.0;9.0;3;87
77.0;192.0;73.0;1.0;9.0;7.0;1;76
81.0;182.0;77.0;1.0;10.0;3.0;2;71
82.0;194.0;69.0;1.0;18.0;8.0;4;65
80.0;193.0;76.0;0.0;3.0;0.0;3;74
80.0;195.0;65.0;3.0;13.0;9.0;2;89
78.0;186.0;85.0;3.0;17.0;7.0;4;74
78.0;193.0;100.0;2.0;5.0;9.0;2;81
81.0;203.0;61.0;2.0;7.0;6.0;1;94
78.0;197.0;100.0;3.0;14.0;7.0;3;77
81.0;187.0;93.0;1.0;13.0;2.0;3;69
79.0;190.0;78.0;1.0;6.0;8.0;1;75
77.0;207.0;106.0;3.0;22.0;4.0;4;67
81.0;180.0;76.0;1.0;9.0;8.0;2;70
84.0;164.0;72.0;2.0;20.0;7.0;2;71
81.0;169.0;63.0;2.0;19.0;6.0;2;76
81.0;176.0;73.0;0.0;0.0;2.0;3;75
81.0;186.0;94.0;4.0;22.0;3.0;3;86
83.0;188.0;83.0;1.0;3.0;3.0;3;80
77.0;185.0;104.0;1.0;5.0;7.0;2;69
84.0;193.0;89.0;0.0;0.0;2.0;1;84
81.0;185.0;81.0;3.0;0.0;4.0;1;101
80.0;172.0;79.0;2.0;11.0;8.0;1;78
79.0;182.0;94.0;1.0;0.0;5.0;3;78
82.0;196.0;74.0;1.0;11.0;6.0;3;73
78.0;192.0;95.0;1.0;13.0;7.0;3;60
81.0;201.0;72.0;2.0;12.0;2.0;5;76
80.0;170.0;80.0;0.0;0.0;8.0;1;71
80.0;179.0;66.0;2.0;21.0;5.0;2;73
77.0;183.0;73.0;1.0;11.0;4.0;2;68
80.0;175.0;77.0;0.0;5.0;7.0;2;64
80.0;175.0;87.0;1.0;11.0;9.0;1;68
80.0;183.0;62.0;1.0;21.0;9.0;2;62
82.0;211.0;63.0;1.0;1.0;8.0;2;83
81.0;205.0;79.0;3.0;21.0;3.0;2;87
80.0;190.0;70.0;3.0;3.0;6.0;2;96
84.0;184.0;74.0;1.0;14.0;9.0;3;63
83.0;196.0;78.0;0.0;0.0;7.0;2;77
80.0;178.0;66.0;1.0;17.0;8.0;4;56
80.0;180.0;82.0;1.0;0.0;7.0;4;72
80.0;193.0;82.0;2.0;11.0;9.0;4;73
81.0;195.0;71.0;3.0;18.0;5.0;1;90
81.0;173.0;71.0;1.0;5.0;7.0;4;71
80.0;196.0;75.0;2.0;0.0;2.0;2;94
80.0;166.0;74.0;2.0;0.0;8.0;3;86
81.0;196.0;88.0;1.0;0.0;9.0;2;76
77.0;172.0;63.0;1.0;4.0;6.0;4;66
80.0;205.0;92.0;1.0;0.0;6.0;3;79
81.0;179.0;62.0;2.0;0.0;0.0;3;93
82.0;197.0;78.0;2.0;9.0;8.0;3;87
79.0;183.0;80.0;2.0;0.0;6.0;1;91
78.0;176.0;;3.0;3.0;3.0;4;89
80.0;173.0;109.0;1.0;0.0;6.0;3;69
79.0;;75.0;2.0;0.0;6.0;3;82
80.0;179.0;81.0;1.0;8.0;0.0;4;75
81.0;182.0;63.0;1.0;13.0;2.0;4;72
77.0;165.0;74.0;1.0;12.0;9.0;3;62
81.0;195.0;86.0;1.0;20.0;6.0;2;64
82.0;197.0;81.0;2.0;17.0;9.0;4;67
82.0;184.0;61.0;1.0;14.0;8.0;4;66
79.0;209.0;97.0;1.0;2.0;7.0;4;70
82.0;172.0;95.0;2.0;1.0;6.0;2;82
